verkauf_id,produkt_id,datum,menge,preis,umsatz
1207,P004,2023-04-22,55,33.22,1827.1
1208,P004,2023-04-23,61,31.74,1936.14
1209,P004,2023-04-24,80,31.9,2552.0
1210,P004,2023-04-25,56,33.89,1897.84
1211,P004,2023-04-26,74,30.25,2238.5
1212,P004,2023-04-27,68,30.4,2067.2
1213,P004,2023-04-28,54,32.94,1778.76
1214,P004,2023-04-29,60,30.97,1858.2
1215,P004,2023-04-30,57,35.19,2005.83
1216,P004,2023-05-01,85,31.03,2637.55
1217,P004,2023-05-02,43,36.84,1584.12
1218,P004,2023-05-03,70,35.64,2494.8
1219,P004,2023-05-04,72,32.02,2305.44
1220,P004,2023-05-05,62,32.28,2001.36
1221,P004,2023-05-06,63,33.85,2132.55
1222,P004,2023-05-07,79,30.29,2392.91
1223,P004,2023-05-08,59,31.03,1830.77
1224,P004,2023-05-09,49,38.12,1867.88
1225,P004,2023-05-10,59,34.37,2027.83
1226,P004,2023-05-11,43,35.69,1534.67
1227,P004,2023-05-12,81,30.41,2463.21
1228,P004,2023-05-13,55,33.76,1856.8
1229,P004,2023-05-14,53,34.52,1829.56
1230,P004,2023-05-15,68,31.19,2120.92
1231,P004,2023-05-16,65,33.64,2186.6
1232,P004,2023-05-17,70,31.86,2230.2
1233,P004,2023-05-18,50,38.14,1907.0
1234,P004,2023-05-19,69,32.01,2208.69
1235,P004,2023-05-20,55,33.56,1845.8
1236,P004,2023-05-21,58,35.19,2041.02
1237,P004,2023-05-22,53,38.32,2030.96
1238,P004,2023-05-23,46,37.68,1733.28
1239,P004,2023-05-24,50,38.0,1900.0
1240,P004,2023-05-25,54,38.29,2067.66
1241,P004,2023-05-26,53,36.37,1927.61
1242,P004,2023-05-27,45,36.03,1621.35
1243,P004,2023-05-28,81,31.91,2584.71
1244,P004,2023-05-29,82,31.16,2555.12
1245,P004,2023-05-30,58,34.68,2011.44
1246,P004,2023-05-31,93,29.85,2776.05
1247,P004,2023-06-01,82,29.82,2445.24
1248,P004,2023-06-02,66,31.74,2094.84
1249,P004,2023-06-03,52,35.29,1835.08
1250,P004,2023-06-04,45,37.16,1672.2
1251,P004,2023-06-05,54,36.12,1950.48
1252,P004,2023-06-06,65,30.0,1950.0
1253,P004,2023-06-07,54,33.95,1833.3
1254,P004,2023-06-08,70,32.27,2258.9
1255,P004,2023-06-09,52,33.22,1727.44
1256,P004,2023-06-10,43,36.34,1562.62
1257,P004,2023-06-11,52,37.78,1964.56
1258,P004,2023-06-12,70,32.87,2300.9
1259,P004,2023-06-13,57,36.63,2087.91
1260,P004,2023-06-14,51,32.88,1676.88
1261,P004,2023-06-15,51,35.49,1809.99
1262,P004,2023-06-16,47,37.77,1775.19
1263,P004,2023-06-17,57,30.63,1745.91
1264,P004,2023-06-18,74,30.08,2225.92
1265,P004,2023-06-19,76,30.06,2284.56
1266,P004,2023-06-20,64,32.21,2061.44
1267,P004,2023-06-21,40,38.06,1522.4
1268,P004,2023-06-22,79,34.82,2750.78
1269,P004,2023-06-23,53,34.26,1815.78
1270,P004,2023-06-24,74,32.83,2429.42
1271,P004,2023-06-25,64,37.56,2403.84
1272,P004,2023-06-26,57,33.91,1932.87
1273,P004,2023-06-27,64,34.09,2181.76
1274,P004,2023-06-28,57,31.37,1788.09
1275,P004,2023-06-29,61,32.64,1991.04
1276,P004,2023-06-30,78,30.36,2368.08
1277,P004,2023-07-01,72,30.35,2185.2
1278,P004,2023-07-02,68,33.32,2265.76
1279,P004,2023-07-03,49,36.83,1804.67
1280,P004,2023-07-04,63,35.81,2256.03
1281,P004,2023-07-05,46,36.49,1678.54
1282,P004,2023-07-06,55,37.4,2057.0
1283,P004,2023-07-07,54,34.46,1860.84
1284,P004,2023-07-08,56,30.07,1683.92
1285,P004,2023-07-09,77,30.86,2376.22
1286,P004,2023-07-10,49,30.22,1480.78
1287,P004,2023-07-11,44,38.25,1683.0
1288,P004,2023-07-12,55,32.4,1782.0
1289,P004,2023-07-13,80,31.76,2540.8
1290,P004,2023-07-14,59,37.16,2192.44
1291,P004,2023-07-15,52,33.44,1738.88
1292,P004,2023-07-16,46,35.98,1655.08
1293,P004,2023-07-17,49,36.89,1807.61
1294,P004,2023-07-18,43,37.63,1618.09
1295,P004,2023-07-19,65,36.8,2392.0
1296,P004,2023-07-20,43,35.52,1527.36
1297,P004,2023-07-21,93,30.43,2829.99
1298,P004,2023-07-22,72,31.21,2247.12
1299,P004,2023-07-23,58,36.57,2121.06
1300,P004,2023-07-24,73,30.11,2198.03
1301,P004,2023-07-25,52,32.06,1667.12
1302,P004,2023-07-26,61,35.99,2195.39
1303,P004,2023-07-27,54,36.38,1964.52
1304,P004,2023-07-28,51,34.19,1743.69
1305,P004,2023-07-29,74,32.97,2439.78
1306,P004,2023-07-30,70,33.78,2364.6
1307,P004,2023-07-31,59,37.8,2230.2
1308,P004,2023-08-01,56,37.28,2087.68
1309,P004,2023-08-02,57,32.14,1831.98
1310,P004,2023-08-03,65,32.76,2129.4
1311,P004,2023-08-04,70,32.68,2287.6
1312,P004,2023-08-05,63,34.66,2183.58
1313,P004,2023-08-06,33,38.03,1254.99
1314,P004,2023-08-07,64,31.17,1994.88
1315,P004,2023-08-08,45,36.62,1647.9
1316,P004,2023-08-09,86,29.96,2576.56
1317,P004,2023-08-10,49,37.08,1816.92
1318,P004,2023-08-11,67,31.8,2130.6
1319,P004,2023-08-12,53,35.91,1903.23
1320,P004,2023-08-13,57,38.2,2177.4
1321,P004,2023-08-14,90,30.19,2717.1
1322,P004,2023-08-15,49,37.29,1827.21
1323,P004,2023-08-16,67,31.31,2097.77
1324,P004,2023-08-17,72,33.21,2391.12
1325,P004,2023-08-18,56,30.89,1729.84
1326,P004,2023-08-19,42,37.36,1569.12
1327,P004,2023-08-20,48,35.63,1710.24
1328,P004,2023-08-21,60,35.21,2112.6
1329,P004,2023-08-22,55,34.74,1910.7
1330,P004,2023-08-23,56,32.26,1806.56
1331,P004,2023-08-24,73,32.43,2367.39
1332,P004,2023-08-25,48,32.66,1567.68
1333,P004,2023-08-26,46,36.15,1662.9
1334,P004,2023-08-27,49,36.6,1793.4
1335,P004,2023-08-28,81,32.24,2611.44
1336,P004,2023-08-29,55,32.65,1795.75
1337,P004,2023-08-30,74,30.24,2237.76
1338,P004,2023-08-31,52,35.36,1838.72
1339,P004,2023-09-01,41,35.62,1460.42
1340,P004,2023-09-02,58,33.4,1937.2
1341,P004,2023-09-03,45,36.31,1633.95
1342,P004,2023-09-04,53,32.16,1704.48
1343,P004,2023-09-05,44,33.52,1474.88
1344,P004,2023-09-06,44,38.23,1682.12
1345,P004,2023-09-07,77,30.73,2366.21
1346,P004,2023-09-08,44,35.9,1579.6
1347,P004,2023-09-09,46,33.44,1538.24
1348,P004,2023-09-10,45,32.05,1442.25
1349,P004,2023-09-11,45,31.54,1419.3
1350,P004,2023-09-12,56,32.26,1806.56
1351,P004,2023-09-13,50,35.49,1774.5
1352,P004,2023-09-14,66,30.41,2007.06
1353,P004,2023-09-15,62,30.4,1884.8
1354,P004,2023-09-16,64,30.55,1955.2
1355,P004,2023-09-17,63,34.98,2203.74
1356,P004,2023-09-18,69,32.08,2213.52
1357,P004,2023-09-19,77,29.87,2299.99
1358,P004,2023-09-20,58,35.08,2034.64
1359,P004,2023-09-21,62,32.48,2013.76
1360,P004,2023-09-22,36,37.32,1343.52
1361,P004,2023-09-23,42,38.02,1596.84
1362,P004,2023-09-24,52,34.88,1813.76
1363,P004,2023-09-25,42,35.87,1506.54
1364,P004,2023-09-26,83,29.88,2480.04
1365,P004,2023-09-27,48,34.84,1672.32
1366,P004,2023-09-28,34,38.12,1296.08
1367,P004,2023-09-29,51,33.23,1694.73
1368,P004,2023-09-30,52,35.62,1852.24
1369,P004,2023-10-01,35,38.29,1340.15
1370,P004,2023-10-02,43,36.29,1560.47
1371,P004,2023-10-03,32,37.74,1207.68
1372,P004,2023-10-04,46,33.54,1542.84
1373,P004,2023-10-05,44,36.07,1587.08
1374,P004,2023-10-06,46,35.11,1615.06
1375,P004,2023-10-07,52,35.32,1836.64
1376,P004,2023-10-08,50,30.54,1527.0
1377,P004,2023-10-09,58,31.48,1825.84
1378,P004,2023-10-10,65,29.86,1940.9
1379,P004,2023-10-11,48,31.91,1531.68
1380,P004,2023-10-12,47,31.91,1499.77
1381,P004,2023-10-13,75,30.29,2271.75
1382,P004,2023-10-14,44,35.05,1542.2
1383,P004,2023-10-15,48,35.63,1710.24
1384,P004,2023-10-16,46,36.94,1699.24
1385,P004,2023-10-17,33,37.9,1250.7
1386,P004,2023-10-18,48,35.14,1686.72
1387,P004,2023-10-19,45,36.24,1630.8
1388,P004,2023-10-20,75,30.34,2275.5
1389,P004,2023-10-21,52,32.99,1715.48
1390,P004,2023-10-22,53,34.45,1825.85
1391,P004,2023-10-23,60,32.09,1925.4
1392,P004,2023-10-24,43,35.57,1529.51
1393,P004,2023-10-25,59,36.63,2161.17
1394,P004,2023-10-26,48,31.91,1531.68
1395,P004,2023-10-27,35,35.91,1256.85
1396,P004,2023-10-28,34,35.42,1204.28
1397,P004,2023-10-29,38,37.93,1441.34
1398,P004,2023-10-30,46,29.93,1376.78
1399,P004,2023-10-31,47,32.37,1521.39
1400,P004,2023-11-01,46,34.04,1565.84
1401,P004,2023-11-02,40,37.85,1514.0
1402,P004,2023-11-03,45,33.33,1499.85
1403,P004,2023-11-04,39,35.47,1383.33
1404,P004,2023-11-05,49,31.15,1526.35
1405,P004,2023-11-06,60,30.36,1821.6
1406,P004,2023-11-07,34,37.45,1273.3
1407,P004,2023-11-08,36,36.86,1326.96
1408,P004,2023-11-09,52,32.27,1678.04
1409,P004,2023-11-10,50,32.45,1622.5
1410,P004,2023-11-11,35,34.43,1205.05
1411,P004,2023-11-12,57,32.86,1873.02
1412,P004,2023-11-13,38,36.65,1392.7
1413,P004,2023-11-14,42,32.43,1362.06
1414,P004,2023-11-15,37,34.16,1263.92
1415,P004,2023-11-16,45,37.97,1708.65
1416,P004,2023-11-17,33,34.14,1126.62
1417,P004,2023-11-18,55,31.44,1729.2
1418,P004,2023-11-19,45,37.07,1668.15
1419,P004,2023-11-20,37,37.25,1378.25
1420,P004,2023-11-21,56,35.08,1964.48
1421,P004,2023-11-22,46,31.14,1432.44
1422,P004,2023-11-23,46,35.81,1647.26
1423,P004,2023-11-24,52,31.75,1651.0
1424,P004,2023-11-25,69,31.15,2149.35
1425,P004,2023-11-26,52,30.47,1584.44
1426,P004,2023-11-27,52,32.84,1707.68
1427,P004,2023-11-28,55,30.66,1686.3
1428,P004,2023-11-29,35,35.06,1227.1
1429,P004,2023-11-30,50,31.89,1594.5
1430,P004,2023-12-01,46,31.79,1462.34
1431,P004,2023-12-02,51,31.66,1614.66
1432,P004,2023-12-03,47,34.61,1626.67
1433,P004,2023-12-04,57,33.38,1902.66
1434,P004,2023-12-05,29,35.83,1039.07
1435,P004,2023-12-06,41,35.88,1471.08
1436,P004,2023-12-07,38,33.35,1267.3
1437,P004,2023-12-08,42,37.36,1569.12
1438,P004,2023-12-09,74,30.75,2275.5
1439,P004,2023-12-10,41,35.04,1436.64
1440,P004,2023-12-11,46,30.99,1425.54
1441,P004,2023-12-12,39,35.8,1396.2
1442,P004,2023-12-13,32,37.58,1202.56
1443,P004,2023-12-14,34,31.53,1072.02
1444,P004,2023-12-15,57,29.9,1704.3
1445,P004,2023-12-16,40,36.68,1467.2
1446,P004,2023-12-17,39,34.65,1351.35
1447,P004,2023-12-18,36,35.24,1268.64
1448,P004,2023-12-19,63,29.83,1879.29
1449,P004,2023-12-20,49,36.07,1767.43
1450,P004,2023-12-21,40,36.93,1477.2
1451,P004,2023-12-22,29,37.12,1076.48
1452,P004,2023-12-23,39,36.67,1430.13
1453,P004,2023-12-24,48,33.69,1617.12
1454,P004,2023-12-25,37,37.46,1386.02
1455,P004,2023-12-26,44,33.82,1488.08
1456,P004,2023-12-27,36,36.77,1323.72
1457,P004,2023-12-28,37,37.63,1392.31
1458,P004,2023-12-29,51,34.48,1758.48
1459,P004,2023-12-30,38,38.21,1451.98
1460,P004,2023-12-31,50,30.39,1519.5
1461,P005,2023-01-01,30,47.28,1418.4
1462,P005,2023-01-02,58,40.72,2361.76
1463,P005,2023-01-03,45,42.18,1898.1
1464,P005,2023-01-04,48,42.4,2035.2
1465,P005,2023-01-05,54,43.46,2346.84
1466,P005,2023-01-06,51,46.21,2356.71
1467,P005,2023-01-07,65,38.34,2492.1
1468,P005,2023-01-08,39,43.69,1703.91
1469,P005,2023-01-09,65,38.3,2489.5
1470,P005,2023-01-10,50,44.41,2220.5
1471,P005,2023-01-11,61,38.99,2378.39
1472,P005,2023-01-12,50,47.04,2352.0
1473,P005,2023-01-13,41,46.7,1914.7
1474,P005,2023-01-14,68,39.82,2707.76
1475,P005,2023-01-15,52,45.79,2381.08
1476,P005,2023-01-16,60,40.15,2409.0
1477,P005,2023-01-17,56,40.43,2264.08
1478,P005,2023-01-18,41,48.46,1986.86
1479,P005,2023-01-19,53,46.78,2479.34
1480,P005,2023-01-20,45,48.24,2170.8
1481,P005,2023-01-21,38,44.75,1700.5
1482,P005,2023-01-22,49,43.57,2134.93
1483,P005,2023-01-23,37,46.3,1713.1
1484,P005,2023-01-24,46,41.77,1921.42
1485,P005,2023-01-25,49,40.96,2007.04
1486,P005,2023-01-26,31,48.45,1501.95
1487,P005,2023-01-27,40,43.94,1757.6
1488,P005,2023-01-28,50,47.49,2374.5
1489,P005,2023-01-29,39,45.66,1780.74
1490,P005,2023-01-30,48,46.03,2209.44
1491,P005,2023-01-31,53,41.21,2184.13
1492,P005,2023-02-01,58,41.89,2429.62
1493,P005,2023-02-02,60,41.27,2476.2
1494,P005,2023-02-03,48,40.7,1953.6
1495,P005,2023-02-04,53,44.94,2381.82
1496,P005,2023-02-05,35,47.41,1659.35
1497,P005,2023-02-06,39,46.99,1832.61
1498,P005,2023-02-07,65,39.24,2550.6
1499,P005,2023-02-08,38,46.1,1751.8
1500,P005,2023-02-09,46,38.59,1775.14
1501,P005,2023-02-10,58,41.16,2387.28
1502,P005,2023-02-11,49,38.68,1895.32
1503,P005,2023-02-12,50,45.74,2287.0
1504,P005,2023-02-13,39,48.23,1880.97
1505,P005,2023-02-14,56,41.9,2346.4
1506,P005,2023-02-15,58,41.04,2380.32
1507,P005,2023-02-16,53,44.73,2370.69
1508,P005,2023-02-17,45,47.89,2155.05
1509,P005,2023-02-18,33,49.46,1632.18
1510,P005,2023-02-19,60,38.49,2309.4
1511,P005,2023-02-20,55,42.3,2326.5
1512,P005,2023-02-21,66,41.76,2756.16
1513,P005,2023-02-22,50,45.6,2280.0
1514,P005,2023-02-23,53,46.82,2481.46
1515,P005,2023-02-24,65,38.68,2514.2
1516,P005,2023-02-25,56,44.58,2496.48
1517,P005,2023-02-26,48,45.27,2172.96
1518,P005,2023-02-27,55,44.78,2462.9
1519,P005,2023-02-28,37,49.38,1827.06
1520,P005,2023-03-01,60,46.2,2772.0
1521,P005,2023-03-02,60,42.62,2557.2
1522,P005,2023-03-03,35,48.68,1703.8
1523,P005,2023-03-04,46,48.69,2239.74
1524,P005,2023-03-05,44,40.62,1787.28
1525,P005,2023-03-06,46,49.44,2274.24
1526,P005,2023-03-07,57,44.91,2559.87
1527,P005,2023-03-08,88,38.84,3417.92
1528,P005,2023-03-09,45,45.86,2063.7
1529,P005,2023-03-10,75,42.44,3183.0
1530,P005,2023-03-11,48,46.08,2211.84
1531,P005,2023-03-12,44,45.54,2003.76
1532,P005,2023-03-13,46,45.39,2087.94
1533,P005,2023-03-14,54,44.98,2428.92
1534,P005,2023-03-15,47,43.36,2037.92
1535,P005,2023-03-16,46,45.75,2104.5
1536,P005,2023-03-17,70,38.46,2692.2
1537,P005,2023-03-18,58,47.0,2726.0
1538,P005,2023-03-19,51,47.67,2431.17
1539,P005,2023-03-20,46,47.27,2174.42
1540,P005,2023-03-21,57,43.74,2493.18
1541,P005,2023-03-22,57,42.76,2437.32
1542,P005,2023-03-23,49,41.36,2026.64
1543,P005,2023-03-24,56,48.6,2721.6
1544,P005,2023-03-25,71,42.23,2998.33
1545,P005,2023-03-26,65,38.83,2523.95
1546,P005,2023-03-27,60,39.19,2351.4
1547,P005,2023-03-28,42,45.07,1892.94
1548,P005,2023-03-29,49,47.95,2349.55
1549,P005,2023-03-30,48,48.21,2314.08
1550,P005,2023-03-31,52,41.46,2155.92
1551,P005,2023-04-01,51,47.27,2410.77
1552,P005,2023-04-02,52,49.19,2557.88
1553,P005,2023-04-03,53,43.47,2303.91
1554,P005,2023-04-04,44,49.21,2165.24
1555,P005,2023-04-05,47,47.43,2229.21
1556,P005,2023-04-06,63,39.04,2459.52
1557,P005,2023-04-07,64,40.61,2599.04
1558,P005,2023-04-08,50,41.26,2063.0
1559,P005,2023-04-09,66,39.38,2599.08
1560,P005,2023-04-10,44,49.19,2164.36
1561,P005,2023-04-11,50,46.78,2339.0
1562,P005,2023-04-12,68,41.37,2813.16
1563,P005,2023-04-13,41,47.22,1936.02
1564,P005,2023-04-14,55,40.86,2247.3
1565,P005,2023-04-15,61,39.7,2421.7
1566,P005,2023-04-16,43,45.82,1970.26
1567,P005,2023-04-17,77,38.95,2999.15
1568,P005,2023-04-18,62,39.89,2473.18
1569,P005,2023-04-19,61,42.1,2568.1
1570,P005,2023-04-20,55,41.64,2290.2
1571,P005,2023-04-21,52,44.58,2318.16
1572,P005,2023-04-22,57,44.77,2551.89
1573,P005,2023-04-23,59,43.93,2591.87
1574,P005,2023-04-24,54,41.32,2231.28
1575,P005,2023-04-25,56,43.73,2448.88
1576,P005,2023-04-26,55,41.69,2292.95
1577,P005,2023-04-27,48,47.49,2279.52
1578,P005,2023-04-28,52,43.4,2256.8
1579,P005,2023-04-29,67,46.4,3108.8
1580,P005,2023-04-30,56,46.98,2630.88
1581,P005,2023-05-01,54,47.94,2588.76
1582,P005,2023-05-02,38,47.69,1812.22
1583,P005,2023-05-03,46,49.37,2271.02
1584,P005,2023-05-04,79,40.44,3194.76
1585,P005,2023-05-05,60,43.75,2625.0
1586,P005,2023-05-06,78,43.68,3407.04
1587,P005,2023-05-07,59,47.67,2812.53
1588,P005,2023-05-08,59,42.82,2526.38
1589,P005,2023-05-09,82,41.93,3438.26
1590,P005,2023-05-10,69,39.66,2736.54
1591,P005,2023-05-11,92,40.45,3721.4
1592,P005,2023-05-12,77,43.75,3368.75
1593,P005,2023-05-13,58,45.49,2638.42
1594,P005,2023-05-14,51,42.43,2163.93
1595,P005,2023-05-15,57,45.68,2603.76
1596,P005,2023-05-16,59,40.33,2379.47
1597,P005,2023-05-17,61,41.38,2524.18
1598,P005,2023-05-18,47,47.53,2233.91
1599,P005,2023-05-19,56,41.45,2321.2
1600,P005,2023-05-20,66,42.45,2801.7
1601,P005,2023-05-21,47,47.21,2218.87
1602,P005,2023-05-22,56,44.5,2492.0
1603,P005,2023-05-23,47,47.75,2244.25
1604,P005,2023-05-24,59,45.81,2702.79
1605,P005,2023-05-25,73,40.72,2972.56
1606,P005,2023-05-26,64,41.05,2627.2
1607,P005,2023-05-27,73,41.2,3007.6
1608,P005,2023-05-28,64,46.68,2987.52
1609,P005,2023-05-29,52,39.95,2077.4
1610,P005,2023-05-30,67,39.3,2633.1
1611,P005,2023-05-31,52,43.71,2272.92
1612,P005,2023-06-01,63,40.92,2577.96
1613,P005,2023-06-02,36,48.46,1744.56
1614,P005,2023-06-03,39,46.8,1825.2
1615,P005,2023-06-04,48,39.98,1919.04
1616,P005,2023-06-05,54,44.96,2427.84
1617,P005,2023-06-06,45,49.48,2226.6
1618,P005,2023-06-07,65,47.55,3090.75
1619,P005,2023-06-08,73,40.16,2931.68
1620,P005,2023-06-09,42,45.16,1896.72
1621,P005,2023-06-10,55,48.48,2666.4
1622,P005,2023-06-11,138,38.81,5355.78
1623,P005,2023-06-12,56,38.63,2163.28
1624,P005,2023-06-13,68,47.68,3242.24
1625,P005,2023-06-14,72,40.05,2883.6
1626,P005,2023-06-15,65,40.91,2659.15
1627,P005,2023-06-16,70,38.8,2716.0
1628,P005,2023-06-17,61,45.08,2749.88
1629,P005,2023-06-18,64,41.4,2649.6
1630,P005,2023-06-19,45,47.26,2126.7
1631,P005,2023-06-20,59,42.65,2516.35
1632,P005,2023-06-21,57,46.93,2675.01
1633,P005,2023-06-22,77,40.91,3150.07
1634,P005,2023-06-23,66,48.69,3213.54
1635,P005,2023-06-24,65,42.6,2769.0
1636,P005,2023-06-25,65,46.96,3052.4
1637,P005,2023-06-26,67,40.88,2738.96
1638,P005,2023-06-27,49,49.06,2403.94
1639,P005,2023-06-28,55,45.75,2516.25
1640,P005,2023-06-29,60,45.12,2707.2
1641,P005,2023-06-30,64,45.87,2935.68
1642,P005,2023-07-01,46,48.89,2248.94
1643,P005,2023-07-02,44,48.19,2120.36
1644,P005,2023-07-03,77,41.41,3188.57
1645,P005,2023-07-04,55,49.08,2699.4
1646,P005,2023-07-05,60,49.38,2962.8
1647,P005,2023-07-06,60,41.75,2505.0
1648,P005,2023-07-07,59,43.22,2549.98
1649,P005,2023-07-08,78,41.18,3212.04
1650,P005,2023-07-09,46,48.76,2242.96
1651,P005,2023-07-10,77,40.33,3105.41
1652,P005,2023-07-11,72,38.94,2803.68
1653,P005,2023-07-12,77,39.28,3024.56
1654,P005,2023-07-13,60,39.93,2395.8
1655,P005,2023-07-14,49,49.13,2407.37
1656,P005,2023-07-15,43,41.02,1763.86
1657,P005,2023-07-16,73,43.54,3178.42
1658,P005,2023-07-17,60,46.72,2803.2
1659,P005,2023-07-18,50,44.74,2237.0
1660,P005,2023-07-19,81,42.77,3464.37
1661,P005,2023-07-20,59,48.19,2843.21
1662,P005,2023-07-21,57,41.3,2354.1
1663,P005,2023-07-22,64,40.39,2584.96
1664,P005,2023-07-23,53,43.08,2283.24
1665,P005,2023-07-24,54,47.59,2569.86
1666,P005,2023-07-25,54,44.22,2387.88
1667,P005,2023-07-26,50,41.48,2074.0
1668,P005,2023-07-27,56,44.95,2517.2
1669,P005,2023-07-28,71,43.12,3061.52
1670,P005,2023-07-29,65,42.11,2737.15
1671,P005,2023-07-30,58,46.49,2696.42
1672,P005,2023-07-31,53,47.48,2516.44
1673,P005,2023-08-01,61,44.61,2721.21
1674,P005,2023-08-02,62,42.74,2649.88
1675,P005,2023-08-03,60,41.92,2515.2
1676,P005,2023-08-04,55,44.73,2460.15
1677,P005,2023-08-05,72,43.46,3129.12
1678,P005,2023-08-06,78,38.61,3011.58
1679,P005,2023-08-07,45,45.65,2054.25
1680,P005,2023-08-08,67,40.18,2692.06
1681,P005,2023-08-09,58,44.63,2588.54
1682,P005,2023-08-10,48,47.45,2277.6
1683,P005,2023-08-11,34,49.3,1676.2
1684,P005,2023-08-12,62,38.81,2406.22
1685,P005,2023-08-13,67,38.83,2601.61
1686,P005,2023-08-14,86,40.79,3507.94
1687,P005,2023-08-15,58,45.15,2618.7
1688,P005,2023-08-16,48,42.28,2029.44
1689,P005,2023-08-17,48,47.5,2280.0
1690,P005,2023-08-18,74,42.19,3122.06
1691,P005,2023-08-19,55,42.32,2327.6
1692,P005,2023-08-20,76,40.59,3084.84
1693,P005,2023-08-21,55,39.19,2155.45
1694,P005,2023-08-22,32,47.7,1526.4
1695,P005,2023-08-23,78,40.73,3176.94
1696,P005,2023-08-24,45,47.51,2137.95
1697,P005,2023-08-25,45,42.57,1915.65
1698,P005,2023-08-26,44,48.73,2144.12
1699,P005,2023-08-27,70,39.58,2770.6
1700,P005,2023-08-28,60,44.22,2653.2
1701,P005,2023-08-29,49,38.61,1891.89
1702,P005,2023-08-30,61,40.05,2443.05
1703,P005,2023-08-31,53,45.62,2417.86
1704,P005,2023-09-01,51,46.28,2360.28
1705,P005,2023-09-02,56,39.01,2184.56
1706,P005,2023-09-03,48,45.13,2166.24
1707,P005,2023-09-04,39,48.8,1903.2
1708,P005,2023-09-05,58,42.23,2449.34
1709,P005,2023-09-06,61,44.44,2710.84
1710,P005,2023-09-07,43,47.4,2038.2
1711,P005,2023-09-08,40,45.12,1804.8
1712,P005,2023-09-09,57,39.43,2247.51
1713,P005,2023-09-10,73,42.23,3082.79
1714,P005,2023-09-11,43,45.64,1962.52
1715,P005,2023-09-12,54,39.03,2107.62
1716,P005,2023-09-13,59,40.01,2360.59
1717,P005,2023-09-14,44,47.55,2092.2
1718,P005,2023-09-15,57,40.13,2287.41
1719,P005,2023-09-16,35,48.13,1684.55
1720,P005,2023-09-17,55,43.89,2413.95
1721,P005,2023-09-18,49,46.47,2277.03
1722,P005,2023-09-19,55,45.33,2493.15
1723,P005,2023-09-20,57,42.78,2438.46
1724,P005,2023-09-21,62,45.86,2843.32
1725,P005,2023-09-22,61,43.06,2626.66
1726,P005,2023-09-23,68,39.89,2712.52
1727,P005,2023-09-24,54,47.61,2570.94
1728,P005,2023-09-25,55,43.09,2369.95
1729,P005,2023-09-26,54,42.5,2295.0
1730,P005,2023-09-27,47,47.74,2243.78
1731,P005,2023-09-28,39,43.69,1703.91
1732,P005,2023-09-29,52,44.69,2323.88
1733,P005,2023-09-30,56,41.9,2346.4
1734,P005,2023-10-01,47,46.43,2182.21
1735,P005,2023-10-02,61,42.13,2569.93
1736,P005,2023-10-03,43,48.89,2102.27
1737,P005,2023-10-04,46,42.74,1966.04
1738,P005,2023-10-05,44,49.38,2172.72
1739,P005,2023-10-06,79,38.53,3043.87
1740,P005,2023-10-07,52,45.98,2390.96
1741,P005,2023-10-08,48,39.6,1900.8
1742,P005,2023-10-09,58,41.7,2418.6
1743,P005,2023-10-10,40,44.39,1775.6
1744,P005,2023-10-11,55,40.16,2208.8
1745,P005,2023-10-12,54,42.94,2318.76
1746,P005,2023-10-13,62,39.19,2429.78
1747,P005,2023-10-14,60,42.66,2559.6
1748,P005,2023-10-15,74,40.08,2965.92
1749,P005,2023-10-16,60,40.87,2452.2
1750,P005,2023-10-17,38,48.66,1849.08
1751,P005,2023-10-18,38,42.96,1632.48
1752,P005,2023-10-19,75,38.56,2892.0
1753,P005,2023-10-20,46,44.8,2060.8
1754,P005,2023-10-21,46,44.86,2063.56
1755,P005,2023-10-22,51,42.71,2178.21
1756,P005,2023-10-23,58,41.34,2397.72
1757,P005,2023-10-24,47,46.22,2172.34
1758,P005,2023-10-25,50,42.46,2123.0
1759,P005,2023-10-26,47,44.43,2088.21
1760,P005,2023-10-27,38,47.6,1808.8
1761,P005,2023-10-28,38,47.3,1797.4
1762,P005,2023-10-29,38,47.43,1802.34
1763,P005,2023-10-30,39,48.71,1899.69
1764,P005,2023-10-31,46,42.04,1933.84
1765,P005,2023-11-01,25,48.03,1200.75
1766,P005,2023-11-02,47,42.0,1974.0
1767,P005,2023-11-03,40,42.68,1707.2
1768,P005,2023-11-04,45,44.68,2010.6
1769,P005,2023-11-05,37,47.3,1750.1
1770,P005,2023-11-06,59,39.92,2355.28
1771,P005,2023-11-07,43,41.26,1774.18
1772,P005,2023-11-08,33,45.89,1514.37
1773,P005,2023-11-09,57,38.88,2216.16
1774,P005,2023-11-10,39,46.08,1797.12
1775,P005,2023-11-11,44,40.42,1778.48
1776,P005,2023-11-12,43,48.21,2073.03
1777,P005,2023-11-13,33,48.32,1594.56
1778,P005,2023-11-14,43,42.87,1843.41
1779,P005,2023-11-15,61,40.95,2497.95
1780,P005,2023-11-16,46,45.81,2107.26
1781,P005,2023-11-17,34,47.51,1615.34
1782,P005,2023-11-18,39,46.54,1815.06
1783,P005,2023-11-19,41,42.3,1734.3
1784,P005,2023-11-20,65,39.16,2545.4
1785,P005,2023-11-21,42,49.41,2075.22
1786,P005,2023-11-22,51,47.98,2446.98
1787,P005,2023-11-23,72,41.5,2988.0
1788,P005,2023-11-24,44,42.87,1886.28
